cid,Molecular_weight,LogP,abonds,dbonds,nF,sbonds,tbonds,Ncharges,Number_of_HBA_1,Number_of_HBA_2,Number_of_HBD_1,Number_of_HBD_2,Number_of_acidic_groups,Number_of_aliphatic_OH_groups,Number_of_basic_groups,Fraction_of_rotatable_bonds,Number_of_heavy_bonds,Number_of_heterocycles,MolarRefractivity,Number_of_atoms,Number_of_bonds,Number_of_NO2_groups,Number_of_SO2_groups,PolarSurfaceArea,Geometrical_diameter,Geometrical_radius,Geometrical_shape_coefficient,Kier_shape_1,Kier_shape_2,Zagreb_group_index_1,Zagreb_group_index_2,C,H,N,O,S,Cl,F,P,I,Br,B,RNH2,R2NH,R3N,ROH,RCHO,RCOR,RCOOH,RCOOR,ROR,RCCH,RCN,RINGS,AROMATIC
5426,0.152656458,0.103304685,0.176470588,0.444444444,0,0.184782609,0,0,0.183333333,0.461538462,0.2,0.2,0,0,0,0.074829933,0.206349206,0.4,0.14088673,0.157407407,0.166666667,0,0,0.483450989,0.403249168,0.922288836,0.015618578,0.160892782,0.165202264,0.171666667,0.189681335,0.209302326,0.134615385,0.222222222,0.307692308,0,0,0,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0,0,0,0.428571429,0.333333333
77999,0.269990431,0.309310858,0.352941176,0.222222222,0,0.304347826,0,0,0.35,0.538461538,0.2,0.2,0,0,0,0.407407407,0.301587302,0.4,0.310276205,0.296296296,0.298245614,0,0,0.560293947,0.57039935,0.913801189,0.022452607,0.286014743,0.36767313,0.286666667,0.273141123,0.325581395,0.307692308,0.333333333,0.230769231,0.333333333,0,0,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0.125,0,0,0.428571429,0.333333333
374536,0.193045975,0.216106595,0.441176471,0,0,0.152173913,0,0,0.15,0.384615385,0.4,0.4,0,0.666666667,0,0.299319727,0.206349206,0.6,0.220561185,0.175925926,0.184210526,0,0,0.636963314,0.506875057,0.884404826,0.021088246,0.160892782,0.20088063,0.171666667,0.169954476,0.23255814,0.173076923,0,0.230769231,0.666666667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.125,0,0,0.428571429,0.5
9840076,0.226181505,0.308765902,0.470588235,0.111111111,0,0.282608696,0,0,0.3,0.307692308,0.4,0.4,0,0,0.25,0.174603175,0.301587302,0.4,0.308028394,0.296296296,0.307017544,0,0,0.297187825,0.608259879,0.925178244,0.023472987,0.23553648,0.253234241,0.301666667,0.292867982,0.348837209,0.326923077,0.444444444,0.076923077,0,0,0,0,0,0,0,0,0.25,0.666666667,0,0,0,0,0,0,0,0,0.428571429,0.5
23725625,0.361106935,0.319714958,0.5,0.333333333,0.166666667,0.380434783,0,0,0.4,0.461538462,0.2,0.2,0,0,0,0.261904763,0.444444444,0.4,0.389511554,0.398148148,0.412280702,0,0,0.499768545,0.681036383,0.925298407,0.026289085,0.371863338,0.391774186,0.416666667,0.435508346,0.465116279,0.384615385,0.444444444,0.230769231,0,0,0.166666667,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0.714285714,0.5
26596,0.139722779,0.273447705,0.294117647,0.111111111,0,0.22826087,0,0,0.266666667,0.307692308,0.4,0.4,0,0,0,0.496240602,0.174603175,0.2,0.213607887,0.212962963,0.210526316,0,0,0.387744474,0.383240471,0.918771481,0.014951899,0.170627768,0.236804944,0.203333333,0.176024279,0.209302326,0.269230769,0.333333333,0.153846154,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.285714286,0.333333333
11249248,0.45155399,0.448453737,0.529411765,0.333333333,0.5,0.347826087,0,0,0.316666667,0.384615385,0,0.2,0.25,0,0,0.392857143,0.444444444,0,0.41083505,0.388888889,0.385964912,0,0.5,0.496991089,0.569597646,0.906258166,0.022723424,0.476407997,0.492427665,0.383333333,0.389984825,0.465116279,0.346153846,0.111111111,0.307692308,0.333333333,0.25,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.428571429,0.5
25195294,0.328015166,0.379872372,0.794117647,0,0,0.293478261,0,0,0.35,0.384615385,0.2,0,0,0,0.25,0.130952381,0.444444444,0.8,0.408568227,0.37962963,0.403508772,0,0,0.364136095,0.922697155,0.930643672,0.035374633,0.324340009,0.363230278,0.391666667,0.408194234,0.488372093,0.365384615,0.666666667,0,0,0,0,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0,0,0,0.857142857,0.833333333
4201,0.09472398,0.178583611,0.176470588,0.111111111,0,0.217391304,0,0,0.25,0.461538462,0.6,0.4,0,0,0,0.098214286,0.126984127,0.4,0.14210789,0.166666667,0.166666667,0,0,0.527485245,0.296815427,0.887115451,0.012503868,0.107448166,0.140965838,0.163333333,0.15629742,0.11627907,0.230769231,0.555555556,0.076923077,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.285714286,0.166666667
1645,0.00826407,0.134962103,0.176470588,0.111111111,0,0.076086957,0,0,0.1,0.230769231,0.4,0,0,0,0,0.157142857,0.031746032,0,0.059947607,0.055555556,0.052631579,0,0,0.399895845,0.147467483,0.920239809,0.005718229,0.034361051,0.072594006,0.041666667,0.031866464,0.069767442,0.096153846,0.222222222,0.076923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667
11977753,0.402595249,0.393936419,0.941176471,0.111111111,0,0.282608696,0.5,0,0.366666667,0.461538462,0,0,0,0,0,0.114982579,0.523809524,0.6,0.502873564,0.435185185,0.456140351,0,0,0.4426571,0.712317413,0.984219852,0.025027993,0.425981313,0.401356707,0.44,0.455235205,0.604651163,0.384615385,0.555555556,0.076923077,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.5,0.857142857,1
16722836,0.467817195,0.560935329,0.529411765,0.222222222,0,0.565217391,0,0,0.65,0.461538462,0.8,0.8,0,0,0.25,0.432142857,0.507936508,0.4,0.56172359,0.564814815,0.561403509,0,0.5,0.683138526,0.735403605,0.92275492,0.028512411,0.50665363,0.542147838,0.548333333,0.517450683,0.534883721,0.634615385,0.666666667,0.230769231,0.333333333,0,0,0,0,0,0,0,0.5,0.333333333,0,0,0,0,0,0.125,0,0,0.571428571,0.5
2726824,0.216624657,0.244881149,0.352941176,0.111111111,0.5,0.184782609,0,0,0.15,0.230769231,0.2,0.2,0,0,0,0.136645963,0.238095238,0.4,0.206283123,0.185185185,0.192982456,0,0,0.411121398,0.486957896,0.921023382,0.018918684,0.202352455,0.203660562,0.196666667,0.198786039,0.23255814,0.153846154,0.222222222,0.076923077,0.333333333,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.428571429,0.333333333
24785538,0.393082165,0.339258526,0.617647059,0.111111111,0.166666667,0.402173913,0,0,0.45,0.615384615,0.6,0.6,0,0,0,0.282051281,0.492063492,1,0.426099181,0.425925926,0.447368421,0,0,0.671970837,1,0.919253759,0.038993852,0.385140228,0.379169923,0.448333333,0.474962064,0.441860465,0.403846154,1,0.076923077,0,0,0.166666667,0,0,0,0,0,0.5,0.333333333,0,0,0,0,0,0,0,0,0.857142857,0.666666667
60749,0.201656596,0.106536986,0.176470588,0.111111111,0.333333333,0.217391304,0,0,0.216666667,0.538461538,0.8,0.4,0,0.666666667,0,0.165413534,0.174603175,0.4,0.162310405,0.175925926,0.166666667,0,0,0.639972225,0.31955647,0.022323257,0.411193694,0.227697195,0.20088063,0.161666667,0.171471927,0.11627907,0.173076923,0.333333333,0.307692308,0,0.25,0.333333333,0,0,0,0,0,0,0.333333333,0.5,0,0,0,0,0.125,0,0,0.285714286,0.166666667
4788,0.171627038,0.10592547,0.352941176,0.111111111,0,0.195652174,0,0,0.233333333,0.384615385,0.8,0.8,0,0,0,0.299319727,0.206349206,0,0.217719978,0.203703704,0.201754386,0,0,0.567006134,0.21696577,0.873994375,0.009637196,0.2129961,0.253279886,0.181666667,0.183611533,0.255813953,0.211538462,0,0.384615385,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0.285714286,0.333333333
4139,0.183615683,0.275906251,0.441176471,0.111111111,0,0.217391304,0,0.5,0.25,0.230769231,0,0,0,0,0,0.071428571,0.222222222,0.2,0.277313668,0.240740741,0.245614035,0,0,0.274158084,0.633998764,0.986477202,0.022083928,0.181584935,0.192853518,0.235,0.204855842,0.279069767,0.288461538,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.428571429,0.5
24775005,0.421470023,0.476030218,0.529411765,0.111111111,0.5,0.445652174,0,0,0.45,0.461538462,0.2,0.2,0,0,0,0.289473684,0.476190476,0.4,0.444247296,0.453703704,0.456140351,0,0,0.368533735,0.500247481,0.926269845,0.019246413,0.464529334,0.480554245,0.445,0.429438543,0.511627907,0.442307692,0.333333333,0.230769231,0,0,0.5,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0.25,0,0,0.571428571,0.5
11213558,0.403675126,0.360353764,0.529411765,0.111111111,0.166666667,0.402173913,0,0,0.483333333,0.692307692,0.6,0.6,0,0,0,0.297297297,0.46031746,0.6,0.409814614,0.416666667,0.421052632,0,0,0.744994792,0.537193924,0.917184599,0.021020455,0.443508933,0.450458697,0.4,0.365705615,0.418604651,0.384615385,0.666666667,0.384615385,0,0,0.166666667,0,0,0,0,0,0.75,0,0,0,0,0,0,0.5,0,0,0.571428571,0.5
54454,0.342304309,0.499688002,0,0.444444444,0,0.673913043,0,0,0.633333333,0.384615385,0.2,0.2,0,0.333333333,0,0.34375,0.380952381,0.2,0.46927266,0.518518519,0.50877193,0,0,0.421421132,0.490005092,0.889167416,0.020221396,0.391521179,0.390591316,0.525,0.512898331,0.488372093,0.673076923,0,0.384615385,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,0.428571429,0
11351021,0.361193279,0.459357034,0.529411765,0.111111111,0,0.445652174,0,0,0.55,0.615384615,0.6,0.6,0,0,0,0.508403362,0.412698413,0.4,0.468166304,0.462962963,0.456140351,0,0,0.584770281,0.55825994,0.92116268,0.021689376,0.433921785,0.551588254,0.431666667,0.386949924,0.465116279,0.519230769,0.666666667,0.153846154,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.125,0,0,0.428571429,0.5
57469,0.131457525,0.267203581,0.441176471,0,0,0.184782609,0,0,0.233333333,0.307692308,0.2,0,0,0,0,0.157142857,0.19047619,0.4,0.223834186,0.203703704,0.210526316,0,0,0.328260618,0.316558003,0.918584888,0.012355003,0.140286753,0.154193661,0.205,0.195751138,0.23255814,0.25,0.444444444,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.428571429,0.5
3397,0.173923993,0.221635203,0.176470588,0.222222222,0.5,0.195652174,0,1,0.15,0.153846154,0.2,0.2,0,0,0,0.413533835,0.174603175,0,0.156973864,0.166666667,0.157894737,1,0,0.418007175,0.245193846,0.927679984,0.009333756,0.227697195,0.221653949,0.156666667,0.144157815,0.162790698,0.153846154,0.222222222,0.230769231,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667
11455910,0.525796983,0.492923881,0.705882353,0.333333333,0,0.52173913,0,0,0.616666667,0.538461538,0.8,0.8,0,0,0,0.321428572,0.571428571,0,0.618832184,0.592592593,0.587719298,0,0.5,0.76559426,0.632669966,0.881482724,0.026312001,0.591184663,0.560326254,0.56,0.547799697,0.674418605,0.615384615,0.111111111,0.461538462,0.333333333,0,0,0,0,0,0,0,0.25,0,0.75,0,0,0,0,0,0,0,0.571428571,0.666666667
132449,0.19983867,0.021190918,0.176470588,0.222222222,0,0.195652174,0,0,0.25,0.615384615,1,1,1,0,0,0.349206349,0.158730159,0,0.166452111,0.166666667,0.157894737,0,0,0.949774332,0.266484051,0.88430087,0.011361339,0.206164885,0.154193661,0.145,0.150227618,0.093023256,0.173076923,0,0.615384615,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0.142857143,0.166666667
135411,0.317371342,0.438686113,0.5,0.111111111,0,0.423913043,0,0,0.366666667,0.230769231,0.2,0.4,0.25,0,0,0.134693878,0.428571429,0,0.418021246,0.398148148,0.421052632,0,0,0.349265131,0.83026678,0.883029707,0.034251657,0.304216082,0.27531954,0.441666667,0.496206373,0.534883721,0.442307692,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,1,0.5
9836739,0.226124731,0.28998777,0.5,0.222222222,0,0.206521739,0,0,0.25,0.384615385,0.2,0.2,0,0,0,0.362637363,0.285714286,0.2,0.283543411,0.259259259,0.263157895,0,0,0.369343826,0.659493204,0.930941742,0.025216019,0.265023501,0.359980277,0.238333333,0.227617602,0.348837209,0.25,0.222222222,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.428571429,0.5
5394,0.076865211,0.006160925,0.294117647,0.222222222,0,0.054347826,0,0,0.116666667,0.615384615,0.2,0,0,0,0,0.104761905,0.111111111,0.4,0.072861919,0.074074074,0.078947368,0,0,0.625911353,0.212891852,0.919182289,0.008293758,0.08652607,0.093818809,0.075,0.069802731,0.046511628,0.057692308,0.666666667,0.153846154,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.285714286,0.333333333
4477,0.235330294,0.223053755,0.352941176,0.222222222,0,0.141304348,0,1,0.166666667,0.230769231,0.6,0.6,0,0,0,0.285714286,0.222222222,0,0.215638156,0.166666667,0.166666667,1,0,0.572792501,0.379131297,0.884149404,0.015926447,0.234235009,0.262201992,0.15,0.159332322,0.209302326,0.096153846,0.222222222,0.307692308,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.285714286,0.333333333
252682,0.278175256,0.219721614,0.352941176,0.444444444,0,0.22826087,0,0,0.266666667,0.615384615,0.4,0.6,0.25,0,0,0.423076923,0.285714286,0,0.259143982,0.25,0.245614035,0,0.5,0.817092929,0.472750826,0.882342792,0.019785761,0.319459379,0.34354331,0.236666667,0.227617602,0.279069767,0.230769231,0.111111111,0.538461538,0.333333333,0,0,0,0,0,0,0,0.25,0,0.25,0,0,1,0,0,0,0,0.285714286,0.333333333
25021165,0.462853069,0.37331625,0.529411765,0.222222222,0,0.467391304,0,1,0.466666667,0.615384615,0.2,0.2,0,0.333333333,0,0.255813954,0.555555556,0.6,0.456321055,0.462962963,0.48245614,1,0,0.751244069,0.898846095,0.885686264,0.036880845,0.467030469,0.473238839,0.478333333,0.500758725,0.534883721,0.403846154,0.222222222,0.692307692,0,0,0,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0.5,0.5,0,0,0.857142857,0.5
10077147,0.546812592,0.457106487,0.5,0.222222222,0,0.434782609,0,0,0.5,0.692307692,0.8,0.8,0,0,0,0.509652509,0.46031746,0.6,0.503719236,0.444444444,0.447368421,0,0,0.807313968,0.615214372,0.916536321,0.024097104,0.443508933,0.565277811,0.431666667,0.426403642,0.441860465,0.442307692,0.777777778,0.153846154,0.333333333,0,0,0,1,0,0,0,1,0.333333333,0,0,0,0,0,0,0,0,0.571428571,0.5
9903786,0.17756932,0.23086203,0.323529412,0.222222222,0.166666667,0.141304348,0,0,0.166666667,0.461538462,0.6,0.2,0,0,0,0.314285714,0.19047619,0.2,0.182386782,0.157407407,0.157894737,0,0,0.731686147,0.465157708,0.897053959,0.018928622,0.191791911,0.221653949,0.141666667,0.141122914,0.186046512,0.134615385,0.333333333,0.153846154,0.333333333,0,0.166666667,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.285714286,0.333333333
9911830,0.385234429,0.39589244,0.647058824,0.111111111,0,0.293478261,0,0,0.366666667,0.692307692,0.4,0.4,0,0,0,0.359183674,0.428571429,0.4,0.399516655,0.361111111,0.368421053,0,0,0.623423215,0.755497212,0.918573138,0.029488715,0.4015631,0.451922121,0.343333333,0.321699545,0.418604651,0.307692308,0.444444444,0.384615385,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.375,0,0,0.571428571,0.666666667
24856436,0.439331161,0.388708161,0.647058824,0.222222222,0,0.489130435,0,0,0.566666667,0.615384615,0.6,0.6,0,0.333333333,0.25,0.268292683,0.523809524,0.8,0.529732862,0.527777778,0.535087719,0,0,0.610693207,0.65346559,0.885115517,0.026988899,0.475467148,0.481016171,0.518333333,0.505311077,0.534883721,0.557692308,0.888888889,0.153846154,0,0,0,0,0,0,0,0,0.25,0.666666667,0.25,0,0,0,0,0,0,0,0.714285714,0.666666667
11228183,0.810542576,0.837157738,0.882352941,0.444444444,0,0.75,0,1,0.85,0.538461538,1,1,0,0,0.5,0.437939111,0.841269841,0.2,0.880498189,0.833333333,0.833333333,1,0.5,0.987906492,0.719014339,0.889056737,0.029448515,0.842579478,0.940536995,0.801666667,0.792109256,0.88372093,0.807692308,0.666666667,0.384615385,0.666666667,0.25,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0.857142857,0.833333333
42611257,0.426703819,0.411854268,0.647058824,0.333333333,0.333333333,0.27173913,0,0,0.3,0.384615385,0.4,0.4,0,0,0,0.305555555,0.444444444,0.4,0.411053689,0.361111111,0.368421053,0,0.5,0.580372642,0.457528007,0.917363752,0.017900049,0.422519341,0.420858033,0.358333333,0.371775417,0.441860465,0.288461538,0.333333333,0.230769231,0.333333333,0.25,0.333333333,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0,0.571428571,0.666666667
15951529,0.396558349,0.30694716,0.352941176,0.333333333,0.666666667,0.326086957,0.5,0,0.3,0.538461538,0.2,0.2,0,0,0,0.231092438,0.412698413,0.2,0.337725608,0.333333333,0.333333333,0,0,0.627994445,0.794431579,0.925654497,0.030667459,0.433921785,0.373958283,0.328333333,0.33383915,0.395348837,0.25,0.444444444,0.153846154,0.333333333,0,0.666666667,0,0,0,0,0,0.25,0.666666667,0,0,0,0,0,0,0,0.5,0.428571429,0.333333333
10127622,0.388566317,0.294039586,0.470588235,0.111111111,0.166666667,0.25,0,0,0.266666667,0.461538462,0.6,0.6,0,0.333333333,0,0.379310345,0.333333333,0.2,0.32407275,0.277777778,0.280701754,0,0,0.511572735,0.522726556,0.864812394,0.022535937,0.328118286,0.361694355,0.266666667,0.262518968,0.302325581,0.230769231,0.444444444,0.230769231,0,0.25,0.166666667,0,0,1,0,0,0.25,0.333333333,0.25,0,0,0,0,0,0,0,0.428571429,0.5
5494449,0.396741684,0.424067957,0.5,0.111111111,0,0.467391304,0,0,0.516666667,0.538461538,0.8,0.8,0,0,0.25,0.33976834,0.46031746,0.6,0.455951417,0.453703704,0.464912281,0,0,0.743953246,0.801106253,0.920655882,0.031167619,0.392493814,0.440495117,0.458333333,0.449165402,0.441860465,0.480769231,0.888888889,0.076923077,0.333333333,0,0,0,0,0,0,0,0.5,0.666666667,0,0,0,0,0,0,0,0,0.714285714,0.5
159324,0.426082859,0.418069272,0.823529412,0.111111111,0,0.293478261,0,0,0.316666667,0.307692308,0.2,0,0,0,0,0.165413534,0.476190476,0.4,0.483355118,0.407407407,0.421052632,0,0,0.390348339,0.509927585,0.924724141,0.019677526,0.413172832,0.395593917,0.401666667,0.414264036,0.534883721,0.365384615,0.444444444,0.076923077,0,0.5,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,0.714285714,0.833333333
11364421,0.464239288,0.55041059,0.352941176,0.222222222,0,0.684782609,0,0,0.716666667,0.615384615,0.6,0.6,0,0,0.25,0.299319727,0.53968254,0.6,0.555235722,0.601851852,0.605263158,0,0,0.602534429,0.826231792,0.916527001,0.032351865,0.49630789,0.530442291,0.61,0.588770865,0.558139535,0.692307692,0.777777778,0.230769231,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.125,0,0,0.714285714,0.333333333
16736978,0.397871233,0.441672976,0.5,0,0,0.52173913,0,0,0.583333333,0.692307692,0.2,0.2,0,0.333333333,0,0.206766917,0.476190476,0.8,0.463120794,0.490740741,0.5,0,0,0.538537206,0.885655726,0.882803529,0.036509627,0.413172832,0.450458697,0.496666667,0.468892261,0.488372093,0.538461538,0.555555556,0.307692308,0,0,0,0,0,0,0,0,0,0.666666667,0.25,0,0,0,0,0.375,0,0,0.714285714,0.5
9884685,0.259259082,0.266729344,0.617647059,0,0,0.22826087,0,0,0.283333333,0.538461538,0.2,0.2,0,0,0,0.104761905,0.349206349,0.8,0.295353926,0.277777778,0.298245614,0,0,0.489005902,0.519263533,0.883047495,0.021644211,0.249355793,0.274904331,0.291666667,0.300455235,0.348837209,0.25,0.444444444,0.230769231,0,0,0,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0.25,0,0,0.714285714,0.666666667
24964624,0.329179019,0.343530821,0.794117647,0.111111111,0,0.27173913,0,0,0.316666667,0.307692308,0.4,0.2,0,0,0,0.130952381,0.444444444,0.6,0.418254875,0.37037037,0.394736842,0,0,0.524765652,0.760437248,0.92180767,0.02952962,0.324340009,0.314827234,0.386666667,0.420333839,0.488372093,0.346153846,0.555555556,0.076923077,0,0,0,0,0,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0.857142857,0.833333333
2051,0.220698144,0.29174328,0.5,0,0,0.184782609,0,0,0.233333333,0.307692308,0.2,0.2,0,0,0,0.261904763,0.253968254,0.2,0.26015674,0.222222222,0.228070175,0,0,0.325598889,0.43970942,0.924684434,0.01695546,0.223186302,0.271463215,0.211666667,0.192716237,0.279069767,0.211538462,0.333333333,0.153846154,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0.428571429,0.5
25154867,0.387124508,0.433090945,0.529411765,0.111111111,0.5,0.391304348,0,0,0.4,0.461538462,0.2,0.2,0,0,0,0.349206349,0.444444444,0.6,0.398261858,0.407407407,0.412280702,0,0,0.389711839,0.53044138,0.923451529,0.020520667,0.422519341,0.483362757,0.403333333,0.408194234,0.465116279,0.384615385,0.444444444,0.153846154,0,0,0.5,0,0,0,0,0,0.25,0.333333333,0,0,0,0,0,0.125,0,0,0.571428571,0.5
17754438,0.287681245,0.185048214,0.764705882,0,0,0.195652174,0,0,0.3,0.692307692,0.2,0.2,0,0.333333333,0,0.245535714,0.380952381,0.8,0.326298259,0.296296296,0.315789474,0,0,0.621629441,0.380847419,0.894219638,0.015656407,0.289912881,0.331506007,0.301666667,0.31107739,0.348837209,0.25,0.888888889,0.076923077,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.714285714,0.833333333
